trade_date,cash,positions_value,total_value,daily_return,cash_ratio,risk_weight,active_weight,gross_traded,transaction_cost,holdings,unattributed_pnl
2014-01-02,1000000.0,0.0,1000000.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
2014-01-03,1000000.0,0.0,1000000.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
2014-01-20,4744.154099507607,975069.1556724613,979813.3097719689,-0.00012806665788478444,0.004841895953231856,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,1.2232703738845885e-10
2014-01-21,4744.154099507607,978930.6573020637,983674.8114015713,0.003941058557880961,0.004822888666578729,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-1.4279066817834973e-10
2014-01-22,4744.154099507607,989074.5861074715,993818.7402069791,0.010312278700066013,0.004773661340416622,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,7.275957614183426e-12
2014-01-23,4744.154099507607,986786.5571283158,991530.7112278234,-0.002302259845371024,0.004784676909939449,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,5.6843418860808015e-11
2014-01-24,4744.154099507607,991395.2548438127,996139.4089433203,0.004648063507573852,0.004762540320074362,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,7.003109203651547e-11
2014-01-27,4744.154099507607,989354.2861738375,994098.4402733451,-0.0020488785521899366,0.004772318220520612,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-8.981260180007666e-11
2014-01-28,4744.154099507607,988457.4282285634,993201.582328071,-0.0009021822275744329,0.004776627609057245,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-6.639311322942376e-11
2014-01-29,4744.154099507607,988878.5772348116,993622.7313343192,0.0004240317511989833,0.004774603025774946,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,2.0804691303055733e-11
2014-01-30,4744.154099507607,984088.7633177825,988832.9174172902,-0.004820555897102841,0.004797730755058957,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,6.002665031701326e-11
2014-02-07,4744.154099507607,988347.8849858389,993092.0390853465,0.0043072207579624155,0.004777154496049579,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,7.275957614183426e-12
2014-02-10,4744.154099507607,1001308.3639696145,1006052.5180691221,0.013050632241209392,0.004715612768022169,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-1.2187229003757238e-10
2014-02-11,4744.154099507607,1004595.4133513189,1009339.5674508265,0.003267274145899668,0.004700255743950843,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,7.003109203651547e-11
2014-02-12,4744.154099507607,1005791.6170498298,1010535.7711493374,0.0011851350497751323,0.004694691900032219,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,3.410605131648481e-11
2014-02-13,4744.154099507607,1004606.7171208203,1009350.8712203279,-0.0011725462500569162,0.004700203105558147,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-7.503331289626658e-12
2014-02-14,4744.154099507607,1009452.5054536862,1014196.6595531938,0.004800895774734082,0.004677745735819769,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,6.639311322942376e-11
2014-02-17,4744.154099507607,1015716.9734615128,1020461.1275610204,0.006176778387917858,0.004649029709584818,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-3.9108272176235914e-11
2014-02-18,4744.154099507607,1009044.366347506,1013788.5204470136,-0.006538815574440249,0.004679628940181478,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-9.094947017729282e-13
2014-02-19,4744.154099507607,1015720.5878119508,1020464.7419114584,0.006585418289705158,0.004649013243339707,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-5.4569682106375694e-11
2014-02-20,4744.154099507607,1011206.6590438725,1015950.8131433801,-0.004423404927859753,0.004669669080562141,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,6.366462912410498e-11
2014-02-21,4744.154099507607,1007396.5670760204,1012140.721175528,-0.003750272078688055,0.004687247534115232,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-1.9554136088117957e-11
2014-02-24,4744.154099507607,1000538.6697780539,1005282.8238775615,-0.006775636188218526,0.004719223274111586,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,6.275513442233205e-11
2014-02-25,4744.154099507607,992483.5381829069,997227.6922824145,-0.008012801376707901,0.004757342917994363,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-9.731593308970332e-11
2014-02-26,4744.154099507607,996206.6073647474,1000950.761464255,0.0037334193691707096,0.004739647825001455,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-2.546585164964199e-11
2014-02-27,4744.154099507607,992283.7956910945,997027.9497906021,-0.003919085558129143,0.004758295994113288,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,3.1377567211166024e-11
2014-02-28,4744.154099507607,997544.2906065453,1002288.4447060529,0.005276175975363229,0.004733322153483425,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,1.8189894035458565e-12
2014-03-03,4744.154099507607,1001108.4502553607,1005852.6043548683,0.0035560218893482265,0.004716549998446743,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-6.866684998385608e-11
2014-03-04,4744.154099507607,998093.0993157736,1002837.2534152812,-0.0029978059673276825,0.004730731814510109,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,9.777068044058979e-11
2014-03-05,4744.154099507607,992999.9769052181,997744.1310047257,-0.005078712815275166,0.0047548804869744065,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-8.185452315956354e-12
2014-03-06,4744.154099507607,995147.478320173,999891.6324196806,0.0021523568500396717,0.0047446682677271985,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,6.957634468562901e-11
2014-03-07,4744.154099507607,995836.4097248658,1000580.5638243734,0.000689006070613507,0.004741401413370171,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-2.9558577807620168e-12
2014-03-10,4744.154099507607,980895.4188395336,985639.5729390412,-0.014932321719527963,0.0048132747809234095,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-1.0368239600211382e-10
2014-03-11,4744.154099507607,985296.3168529773,990040.4709524849,0.004465017572621299,0.0047918789571737555,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,2.546585164964199e-11
2014-03-12,4744.154099507607,987889.1431666022,992633.2972661098,0.0026189094180468775,0.00477936224039014,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,2.3646862246096134e-11
2014-03-13,4744.154099507607,996898.7743900812,1001642.9284895888,0.009076495064484602,0.0047363725780618015,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-9.822542779147625e-11
2014-03-14,4744.154099507607,993752.9289973686,998497.0830968762,-0.0031406854710753773,0.004751294900925934,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,1.0913936421275139e-11
2014-03-17,4744.154099507607,999428.5550289256,1004172.7091284333,0.0056841688650246525,0.00472444038399059,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,9.731593308970332e-11
2014-03-18,4744.154099507607,995353.5551690126,1000097.7092685202,-0.004058066727834042,0.00474369059696929,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,7.09405867382884e-11
2014-03-19,4744.154099507607,992273.7847207171,997017.9388202247,-0.0030794695555778073,0.004758343771749366,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-7.867129170335829e-11
2014-03-20,4744.154099507607,982886.3586751753,987630.512774683,-0.009415503653474877,0.004803571819768121,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-9.094947017729282e-12
2014-03-21,4744.154099507607,997230.6515704086,1001974.8056699162,0.014523946668004273,0.004734803782152671,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,2.3646862246096134e-11
2014-03-24,4744.154099507607,998439.7738249983,1003183.9279245059,0.0012067391792165427,0.004729096995525855,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-7.821654435247183e-11
2014-03-25,4744.154099507607,995072.7974721453,999816.9515716529,-0.0033562901668680034,0.004745022668449538,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,3.8198777474462986e-11
2014-03-26,4744.154099507607,995544.240191861,1000288.3942913687,0.00047152903236402643,0.004742786307011483,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,7.048583938740194e-12
2014-03-27,4744.154099507607,990028.1078812374,994772.261980745,-0.005514541948206331,0.004769085629771445,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-4.4565240386873484e-11
2014-03-28,4744.154099507607,989843.0289394157,994587.1830389233,-0.00018605157069140343,0.0047699730907571364,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,5.425704330264125e-11
2014-03-31,4744.154099507607,986819.9142228815,991564.0683223892,-0.003039567338176563,0.0047845159491652035,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-4.501998773775995e-11
2014-04-01,4744.154099507607,987234.5066913448,991978.6607908524,0.0004181196976658086,0.004782516284902079,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,7.406697477563284e-11
2014-04-02,4744.154099507607,990348.3135008859,995092.4676003935,0.003138985678440509,0.004767551010558701,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-8.003553375601768e-11
2014-04-03,4744.154099507607,988694.6332235129,993438.7873230205,-0.001661835790356947,0.004775487085914461,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,1.1732481652870774e-10
2014-04-04,4744.154099507607,992108.4215619504,996852.575661458,0.003436334862298329,0.0047591331108911865,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-7.185008144006133e-11
2014-04-08,4744.154099507607,1004961.9799181157,1009706.1340176233,0.012894141691549788,0.004698549349829742,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-1.4551915228366852e-11
2014-04-09,4744.154099507607,1004968.141632891,1009712.2957323986,6.102483255165936e-06,0.004698520677185986,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,2.4840574042173102e-11
2014-04-10,4744.154099507607,1012369.009069116,1017113.1631686236,0.007329679422054314,0.004664332614404568,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,1.6370904631912708e-11
2014-04-11,4744.154099507607,1013414.6302151106,1018158.7843146182,0.0010280283294508141,0.004659542472740312,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-2.2282620193436742e-11
2014-04-14,4744.154099507607,1016016.4183920107,1020760.5724915183,0.0025553854830722145,0.004647665894782615,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,5.1386450650170445e-11
2014-04-15,4744.154099507607,1007153.719185944,1011897.8732854516,-0.008682446643128339,0.004688372438321454,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-2.3646862246096134e-11
2014-04-16,4744.154099507607,1004239.1678083232,1008983.3219078308,-0.0028802821456257455,0.004701915280955435,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-2.1827872842550278e-11
2014-04-17,4744.154099507607,1005525.8253258709,1010269.9794253785,0.0012752019677737536,0.004695927025571904,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,8.526512829121202e-11
2014-04-18,4744.154099507607,1004346.2965727241,1009090.4506722317,-0.0011675381602624935,0.004701416108285601,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-1.6643753042444587e-10
2014-04-21,4744.154099507607,996731.8634355733,1001476.0175350809,-0.007545838068409361,0.004737161965380187,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,5.002220859751105e-11
2014-04-22,4744.154099507607,998713.0727462668,1003457.2268457745,0.001978289320966331,0.004727808991341048,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,5.7980287238024175e-11
2014-04-23,4744.154099507607,997766.1790262805,1002510.3331257881,-0.0009436313722736012,0.004732274514034703,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-4.5361048250924796e-11
2014-04-24,4744.154099507607,996937.2678578631,1001681.4219573707,-0.0008268355357823332,0.004736190564697831,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-9.617906471248716e-11
2014-04-25,4744.154099507607,994797.9674777826,999542.1215772902,-0.002135709351482329,0.004746327340383886,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,2.02817318495363e-10
2014-04-28,4744.154099507607,992329.5603553628,997073.7144548704,-0.0024695378705247295,0.004758077593191167,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-8.913048077374697e-11
2014-04-29,4744.154099507607,993840.0388656699,998584.1929651775,0.0015149115741486252,0.00475088042944121,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,3.092281986027956e-11
2014-04-30,4744.154099507607,995788.5764962118,1000532.7305957194,0.0019513002952269431,0.004741628089150993,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-7.366907084360719e-11
2014-05-05,4744.154099507607,997498.5346684421,1002242.6887679497,0.0017090477102255086,0.004733538246449634,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,4.229150363244116e-11
2014-05-06,4744.154099507607,997495.1621635467,1002239.3162630543,-3.364958341189883e-06,0.004733554174662237,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-3.680611371237319e-11
2014-05-07,4744.154099507607,994374.9010988292,999119.0551983368,-0.003113289425076271,0.0047483371224121395,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-8.549250196665525e-11
2014-05-08,4744.154099507607,991200.1960012426,995944.3501007502,-0.003177504303485068,0.004763473078618987,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,1.8826540326699615e-10
2014-05-09,4744.154099507607,992570.8512968647,997315.0053963723,0.0013762368303844585,0.0047569264212785935,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,2.546585164964199e-11
2014-05-12,4744.154099507607,1000128.5889460158,1004872.7430455234,0.00757808476585331,0.004721149152806391,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-7.366907084360719e-11
2014-05-13,4744.154099507607,999106.772532459,1003850.9266319666,-0.0010168615087119415,0.004725954794328656,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-8.105871529551223e-11
2014-05-14,4744.154099507607,998830.6176132401,1003574.7717127478,-0.0002750955464526639,0.004727255241192454,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,4.6213699533836916e-11
2014-05-15,4744.154099507607,995963.5379233477,1000707.6920228553,-0.002856867042402178,0.004740799073821103,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,7.185008144006133e-11
2014-05-16,4744.154099507607,994505.295055132,999249.4491546396,-0.0014572116111828404,0.004747717502892935,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-8.93578544491902e-11
2014-05-19,4744.154099507607,989330.4931097026,994074.6472092102,-0.0051786888146971854,0.0047724324454169135,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,2.2737367544323206e-11
2014-05-20,4744.154099507607,988796.1188293282,993540.2729288358,-0.0005375595101179131,0.0047749992916969715,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,5.229594535194337e-12
2014-05-21,4744.154099507607,992160.6728705857,996904.8269700933,0.0033864294512584436,0.00475888366788892,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,6.548361852765083e-11
2014-05-22,4744.154099507607,991866.3550579529,996610.5091574605,-0.0002952316055357951,0.00476028905566964,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-8.503775461576879e-11
2014-05-23,4744.154099507607,996354.7104366559,1001098.8645361635,0.0045036203586670265,0.0047389466391071205,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,4.274625098332763e-11
2014-05-26,4744.154099507607,997843.6924119988,1002587.8465115064,0.0014873475818322213,0.004731908646224707,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,6.139089236967266e-12
2014-05-27,4744.154099507607,997355.6272275628,1002099.7813270704,-0.0004868054067622696,0.004734213286849511,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-7.37827576813288e-11
2014-05-28,4744.154099507607,998266.4689292305,1003010.6230287381,0.0009089331408309587,0.004729914111160594,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,2.4101609596982598e-11
2014-05-29,4744.154099507607,994472.0052148611,999216.1593143687,-0.0037830743037510217,0.004747875677634055,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-7.73070496506989e-12
2014-05-30,4744.154099507607,995303.9963477729,1000048.1504472805,0.0008326437929933039,0.004743925677364376,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-4.865796654485166e-11
2014-06-03,4744.154099507607,993273.0022607434,998017.156360251,-0.002030896298464313,0.004753579704791292,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-2.9558577807620168e-12
2014-06-04,4744.154099507607,991391.3725484487,996135.5266479563,-0.0018853681024452174,0.004762558881392286,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,1.261923898709938e-10
2014-06-05,4744.154099507607,992930.9608691132,997675.1149686208,0.0015455611003507563,0.004755209414696909,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,1.4779288903810084e-11
2014-06-06,4744.154099507607,991712.4591581058,996456.6132576134,-0.0012213411888556402,0.004761024249714225,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-8.321876521222293e-11
2014-06-09,4744.154099507607,990850.3139988682,995594.4680983758,-0.0008652109361982907,0.004765147107103885,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-1.887201506178826e-11
2014-06-10,4744.154099507607,995765.86509158,1000510.0191910876,0.004937302536544452,0.004741735723289663,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,1.0368239600211382e-10
2014-06-11,4744.154099507607,996140.9122457867,1000885.0663452944,0.0003748559704679355,0.004739958921388208,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-1.0430767360958271e-10
2014-06-12,4744.154099507607,995046.6925782717,999790.8466777793,-0.0010932520669036938,0.004745146562675614,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,1.4142642612569034e-10
2014-06-13,4744.154099507607,1000218.4534225515,1004962.6075220591,0.00517284276152874,0.004720726984265901,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-1.7644197214394808e-10
2014-06-16,4744.154099507607,1005211.2472378202,1009955.4013373278,0.004968138891833451,0.004697389699808187,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,5.002220859751105e-11
2014-06-17,4744.154099507607,999631.2034627268,1004375.3575622344,-0.005525039786613006,0.004723487154267067,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,4.547473508864641e-12
2014-06-18,4744.154099507607,997770.4217853307,1002514.5758848384,-0.0018526755593769595,0.0047322544864949485,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,5.6843418860808015e-11
2014-06-19,4744.154099507607,994000.6944882658,998744.8485877734,-0.0037602718082554443,0.00475011621458258,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-5.3660187404602766e-11
2014-06-20,4744.154099507607,1001588.7985622328,1006332.9526617404,0.007597640262872574,0.0047142986692022435,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,5.002220859751105e-11
2014-06-23,4744.154099507607,1001924.8439409606,1006668.9980404682,0.00033393061196984597,0.0047127249460769535,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-2.2509993868879974e-11
2014-06-24,4744.154099507607,1006082.5657659298,1010826.7198654374,0.004130177678126845,0.004693340615431253,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,1.8189894035458565e-11
2014-06-25,4744.154099507607,1004078.0606599299,1008822.2147594375,-0.0019830353379129972,0.004702666168626047,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-8.594724931754172e-11
2014-06-26,4744.154099507607,1005194.6687910379,1009938.8228905455,0.0011068433216196993,0.00469746680886013,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,9.913492249324918e-11
2014-06-27,4744.154099507607,1005815.9560050014,1010560.110104509,0.0006151731173036357,0.004694578830166748,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,1.000444171950221e-11
2014-06-30,4744.154099507607,1007630.1487704641,1012374.3028699717,0.0017952348873884194,0.00468616606136529,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-1.227817847393453e-10
2014-07-01,4744.154099507607,1008132.0262253936,1012876.1803249012,0.0004957429811351943,0.004683844078538622,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,5.735500963055529e-11
2014-07-02,4744.154099507607,1010053.563259095,1014797.7173586026,0.0018971095095601243,0.00467497513874595,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-6.320988177321851e-11
2014-07-03,4744.154099507607,1011027.5310409125,1015771.6851404201,0.000959765444046079,0.004670492561378865,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,1.3938006304670125e-10
2014-07-04,4744.154099507607,1010773.3081287987,1015517.4622283063,-0.00025027564346669084,0.0046716617645330425,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-5.3148596634855494e-11
2014-07-07,4744.154099507607,1008774.5808531845,1013518.7349526921,-0.0019681860233388138,0.004680874596490857,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-1.0186340659856796e-10
2014-07-08,4744.154099507607,1008873.4206075284,1013617.574707036,9.752138854013381e-05,0.004680418155613373,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,1.2153122952440754e-10
2014-07-09,4744.154099507607,1003100.2297417527,1007844.3838412603,-0.005695630196076995,0.004707228790049824,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,7.275957614183426e-12
2014-07-10,4744.154099507607,1002245.8365279492,1006989.9906274568,-0.0008477431908159305,0.0047112226970116335,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-5.547917680814862e-11
2014-07-11,4744.154099507607,1008261.2263570675,1013005.3804565751,0.005973634182173004,0.004683246694473975,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,3.8198777474462986e-11
2014-07-14,4744.154099507607,1010749.7325174976,1015493.8866170052,0.0024565576930188904,0.004671770221396586,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-8.458300726488233e-11
2014-07-15,4744.154099507607,1008263.9697632235,1013008.1238627312,-0.0024478362568534084,0.004683234011409043,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,4.229150363244116e-11
2014-07-16,4744.154099507607,1005560.6430731956,1010304.7971727032,-0.0026686130410482622,0.0046957651916371464,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,6.184563972055912e-11
2014-07-17,4744.154099507607,1003780.9956061101,1008525.1497056177,-0.0017614956120823866,0.004704051357462326,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-7.16227077646181e-11
2014-07-18,4744.154099507607,1006886.6826790397,1011630.8367785473,0.003079434433376438,0.0046896100109156055,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-3.319655661471188e-11
2014-07-21,4744.154099507607,1006925.455333382,1011669.6094328896,3.832688064919765e-05,0.004689430279680964,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,6.411937647499144e-11
2014-07-22,4744.154099507607,1010862.0859544487,1015606.2400539563,0.003891221584953364,0.0046712533976313135,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-6.912159733474255e-11
2014-07-23,4744.154099507607,1011353.1813014144,1016097.335400922,0.000483548965728664,0.004668995709584952,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,8.407141649513505e-11
2014-07-24,4744.154099507607,1018359.8299685889,1023103.9840680965,0.006895647122635129,0.004637020452841714,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,4.274625098332763e-11
2014-07-25,4744.154099507607,1022678.596881805,1027422.7509813126,0.004221239463894744,0.0046175287582218396,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-1.1459633242338896e-10
2014-07-28,4744.154099507607,1035075.6922716717,1039819.8463711793,0.012066206805354529,0.004562476967586277,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,6.730260793119669e-11
2014-07-29,4744.154099507607,1035863.1556899885,1040607.3097894961,0.0007573075480957758,0.004559024384008314,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-9.424638847121969e-11
2014-07-30,4744.154099507607,1034284.5874710847,1039028.7415705923,-0.0015169682204357882,0.004565950786247125,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,1.425632945029065e-10
2014-07-31,4744.154099507607,1039311.5545318536,1044055.7086313613,0.004838140524553891,0.004543966438080833,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-1.0913936421275139e-11
2014-08-01,4744.154099507607,1034852.3877858573,1039596.5418853649,-0.004271004611278606,0.004563456983902452,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-4.547473508864641e-11
2014-08-04,4744.154099507607,1045287.4555256007,1050031.6096251083,0.010037612977067845,0.004518105984639269,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,4.547473508864641e-11
2014-08-05,4744.154099507607,1043821.3220419103,1048565.4761414179,-0.0013962755694696405,0.004524423326395854,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-5.0249582272954285e-11
2014-08-06,4744.154099507607,1041594.7873702213,1046338.941469729,-0.002123410242231394,0.004534050976678533,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,-3.410605131648481e-11
2014-08-07,4744.154099507607,1038046.682984323,1042790.8370838306,-0.0033909704066967805,0.004549478122357361,0.0,0.0,0.0,0.0,SH510300;SH511010;SH518880,2.7284841053187847e-11
