comparison,execution_date,local_count,joinquant_count,intersection_count,overlap_ratio,local_only,joinquant_only
selected_candidates,2019-11-01,20,20,9,0.45,"SH600512,SH600516,SH600668,SH600995,SH603277,SH603585,SH603980,SZ000581,SZ000922,SZ002195,SZ002440","SH600097,SH600267,SH600510,SH603886,SZ000069,SZ000791,SZ000910,SZ000932,SZ002150,SZ002664,SZ300625"
selected_candidates,2019-12-02,20,20,10,0.5,"SH600512,SH600668,SH600682,SH603277,SH603980,SZ000922,SZ002195,SZ002440,SZ002775,SZ300017","SH600097,SH600267,SH601222,SH603886,SZ000069,SZ000791,SZ000910,SZ000932,SZ002664,SZ300625"
selected_candidates,2020-01-02,20,20,9,0.45,"SH600328,SH600512,SH600516,SH600668,SH600682,SZ000581,SZ000922,SZ002195,SZ002440,SZ002746,SZ002775","SH600097,SH600267,SH600720,SH601222,SH603458,SH603858,SH603886,SZ000791,SZ000910,SZ000933,SZ300625"
selected_candidates,2020-02-03,20,20,8,0.4,"SH600512,SH600516,SH600668,SH600694,SH603980,SZ000581,SZ000922,SZ002195,SZ002440,SZ002746,SZ002775,SZ300017","SH600097,SH600267,SH600510,SH600720,SH601222,SH603858,SH603886,SZ000791,SZ000910,SZ000933,SZ300107,SZ300625"
selected_candidates,2020-03-02,20,20,8,0.4,"SH600566,SH600668,SH600682,SH600694,SH603277,SH603980,SZ000922,SZ002195,SZ002406,SZ002440,SZ002746,SZ002775","SH600097,SH600720,SH603458,SH603858,SH603886,SZ000791,SZ000910,SZ002360,SZ002724,SZ002884,SZ300107,SZ300625"
selected_candidates,2020-04-01,20,20,9,0.45,"SH600449,SH600566,SH600682,SH600694,SH600750,SH603585,SH603980,SZ002195,SZ002440,SZ002884,SZ300570","SH600097,SH600987,SH603458,SH603808,SH603858,SZ000910,SZ000933,SZ002233,SZ002664,SZ002724,SZ300625"
selected_candidates,2020-05-06,20,20,19,0.95,SZ002128,SH600035
selected_candidates,2020-06-01,20,20,18,0.9,"SH600273,SZ000581","SH600035,SH600682"
selected_candidates,2020-07-01,20,20,18,0.9,"SH600273,SH600352","SH601677,SZ002746"
selected_candidates,2020-08-03,20,20,18,0.9,"SZ002746,SZ300193","SH600062,SZ002664"
selected_candidates,2020-09-01,20,20,13,0.65,"SH600051,SH600846,SZ002234,SZ002582,SZ002746,SZ002884,SZ002933","SH600023,SH600026,SH603556,SZ000027,SZ000922,SZ002403,SZ002406"
selected_candidates,2020-10-09,20,20,12,0.6,"SH600051,SH600750,SH601567,SH603758,SZ002234,SZ002270,SZ002582,SZ002746","SH600023,SH600026,SH600720,SH603012,SH603556,SZ000027,SZ002403,SZ002406"
selected_candidates,2020-11-02,20,20,9,0.45,"SH600051,SH600750,SH601000,SH601006,SH603556,SH603758,SZ000027,SZ002394,SZ002406,SZ002432,SZ002582","SH600067,SH600368,SH600668,SH603886,SZ000069,SZ000791,SZ000883,SZ000910,SZ002033,SZ002236,SZ002724"
selected_candidates,2020-12-01,20,20,9,0.45,"SH600051,SH600668,SH600750,SH601000,SH601006,SH601677,SZ002100,SZ002394,SZ002406,SZ002432,SZ002540","SH600023,SH600067,SH600368,SH603886,SZ000069,SZ000883,SZ000910,SZ002033,SZ002312,SZ002382,SZ300625"
selected_candidates,2021-01-04,20,20,10,0.5,"SH600051,SH600273,SH601000,SH601006,SH601088,SH601677,SZ002236,SZ002394,SZ002406,SZ002432","SH600067,SH600368,SH603886,SZ000612,SZ000883,SZ000910,SZ002322,SZ002724,SZ300552,SZ300625"
selected_candidates,2021-02-01,20,20,9,0.45,"SH600051,SH600668,SH601000,SH601006,SH601677,SZ000531,SZ002381,SZ002394,SZ002406,SZ002432,SZ300771","SH600023,SH600028,SH600067,SH600368,SH603886,SZ000069,SZ000910,SZ002033,SZ002724,SZ300552,SZ300625"
selected_candidates,2021-03-01,20,20,9,0.45,"SH600051,SH600668,SH601000,SH601006,SH601677,SZ000531,SZ000581,SZ000690,SZ002394,SZ002406,SZ002540","SH600023,SH600067,SH600368,SH603886,SZ000883,SZ000910,SZ002322,SZ002724,SZ300259,SZ300462,SZ300625"
selected_candidates,2021-04-01,20,20,11,0.55,"SH600449,SH600603,SH600668,SH600720,SH601677,SZ000690,SZ002128,SZ002394,SZ002406","SH600390,SH600585,SH601163,SH603886,SZ002322,SZ002382,SZ002724,SZ300462,SZ300625"
selected_candidates,2021-05-06,20,20,19,0.95,SZ002763,SZ002531
selected_candidates,2021-06-01,20,20,18,0.9,"SH601126,SZ300403","SZ002128,SZ002531"
selected_candidates,2021-07-01,20,20,19,0.95,SZ002283,SZ002406
selected_candidates,2021-08-02,20,20,11,0.55,"SH600033,SH600566,SH603199,SH603238,SZ000698,SZ002296,SZ002611,SZ300192,SZ300690","SH600075,SH600089,SH600707,SH601006,SH603089,SH603900,SZ002022,SZ002406,SZ002763"
selected_candidates,2021-09-01,20,20,11,0.55,"SH600033,SH600273,SH600512,SH600643,SH600668,SH600966,SH603238,SZ002022,SZ002606","SH600449,SH600535,SH600720,SH601019,SZ000910,SZ000923,SZ002233,SZ002467,SZ002543"
selected_candidates,2021-10-08,20,20,11,0.55,"SH600033,SH600075,SH600512,SH600643,SH600668,SH600966,SH603199,SZ002022,SZ300888","SH600449,SH600535,SH600720,SZ000612,SZ000910,SZ000923,SZ002110,SZ002467,SZ002543"
selected_candidates,2021-11-01,20,0,0,0.0,"SH600012,SH600097,SH600512,SH600643,SH600668,SH600694,SH600707,SH600746,SZ000581,SZ000949,SZ002022,SZ002109,SZ002270,SZ002322,SZ002382,SZ002774,SZ300259,SZ300360,SZ300677,SZ300888",
selected_candidates,2021-12-01,20,0,0,0.0,"SH600097,SH600512,SH600643,SH600668,SH600707,SH600746,SH600966,SH601000,SZ000581,SZ000725,SZ000883,SZ000949,SZ002022,SZ002109,SZ002322,SZ002382,SZ002469,SZ002774,SZ300259,SZ300677",
selected_candidates,2022-01-04,20,0,0,0.0,"SH600097,SH600512,SH600643,SH600668,SH600694,SH600707,SH600746,SH600966,SH601000,SH688068,SZ000581,SZ000725,SZ000949,SZ002064,SZ002270,SZ002322,SZ002382,SZ002469,SZ002774,SZ300677",
selected_candidates,2022-02-07,20,0,0,0.0,"SH600097,SH600512,SH600643,SH600668,SH600707,SH600746,SH600966,SZ000581,SZ000883,SZ000949,SZ002022,SZ002109,SZ002270,SZ002322,SZ002382,SZ002469,SZ002759,SZ002774,SZ300677,SZ300888",
selected_candidates,2022-03-01,20,0,0,0.0,"SH600097,SH600512,SH600643,SH600668,SH600694,SH600707,SH600746,SH600966,SZ000581,SZ000883,SZ000949,SZ002022,SZ002064,SZ002270,SZ002382,SZ002469,SZ002759,SZ002774,SZ300259,SZ300677",
selected_candidates,2022-04-01,20,0,0,0.0,"SH600097,SH600512,SH600585,SH600643,SH600668,SH600707,SH600746,SH600966,SH603508,SH688289,SZ000581,SZ000883,SZ000949,SZ002064,SZ002233,SZ002270,SZ002382,SZ300259,SZ300677,SZ300888",
selected_candidates,2022-05-05,20,0,0,0.0,"SH600033,SH600089,SH600097,SH600618,SH600643,SH600694,SH601668,SH601857,SH603183,SH603508,SH688068,SH688298,SH688606,SZ000949,SZ002064,SZ002067,SZ002267,SZ002543,SZ002759,SZ002798",
selected_candidates,2022-06-01,20,0,0,0.0,"SH600035,SH600089,SH600368,SH600585,SH600596,SH600643,SH601827,SH603012,SH603077,SH603508,SH603766,SH688057,SH688068,SH688606,SZ002109,SZ002267,SZ002759,SZ002818,SZ002932,SZ300360",
selected_candidates,2022-07-01,20,0,0,0.0,"SH600089,SH600368,SH600426,SH600585,SH600643,SH601857,SH601919,SH603012,SH603508,SH603766,SH688068,SH688606,SZ000731,SZ000848,SZ000933,SZ002109,SZ002267,SZ002759,SZ002763,SZ002932",
selected_candidates,2022-08-01,20,0,0,0.0,"SH600089,SH600368,SH600426,SH600585,SH600643,SH601339,SH601919,SH603012,SH603077,SH603508,SH603766,SH688057,SH688068,SH688606,SZ000848,SZ002109,SZ002267,SZ002296,SZ002759,SZ002932",
selected_candidates,2022-09-01,20,0,0,0.0,"SH600089,SH600643,SH601857,SH601919,SH603077,SH603357,SH603508,SH688068,SH688181,SH688303,SH688606,SZ000598,SZ000663,SZ000731,SZ002109,SZ002759,SZ002932,SZ003019,SZ300726,SZ300771",
selected_candidates,2022-10-10,20,0,0,0.0,"SH600089,SH600643,SH601857,SH601919,SH603077,SH603508,SH688068,SH688303,SH688606,SZ000598,SZ000663,SZ000731,SZ002109,SZ002759,SZ002932,SZ003019,SZ300146,SZ300502,SZ300726,SZ300771",
selected_candidates,2022-11-01,20,0,0,0.0,"SH600008,SH600089,SH600596,SH601919,SH603077,SH603095,SH603357,SH603508,SH603898,SH688068,SH688303,SH688606,SZ000598,SZ000663,SZ000731,SZ002759,SZ002932,SZ003019,SZ300726,SZ300771",
selected_candidates,2022-12-01,20,0,0,0.0,"SH600008,SH600089,SH600596,SH600777,SH601919,SH603077,SH603095,SH603357,SH603508,SH603898,SH688075,SH688303,SH688606,SZ000598,SZ000731,SZ002759,SZ002932,SZ003019,SZ300502,SZ300726",
selected_candidates,2023-01-03,20,0,0,0.0,"SH600008,SH600089,SH600596,SH600777,SH601919,SH603077,SH603095,SH603357,SH603898,SH688075,SH688303,SH688606,SZ000598,SZ000731,SZ000848,SZ002759,SZ002932,SZ003019,SZ300502,SZ300726",
selected_candidates,2023-02-01,20,0,0,0.0,"SH600008,SH600089,SH600596,SH600777,SH601919,SH603077,SH603095,SH603357,SH603898,SH688075,SH688303,SH688606,SZ000598,SZ000731,SZ002759,SZ002932,SZ003019,SZ300502,SZ300726,SZ300771",
selected_candidates,2023-03-01,20,0,0,0.0,"SH600008,SH600089,SH600596,SH600777,SH601919,SH603077,SH603095,SH603357,SH603898,SH688075,SH688303,SH688606,SZ000598,SZ000731,SZ002759,SZ002884,SZ002932,SZ003019,SZ300726,SZ300771",
selected_candidates,2023-04-03,20,0,0,0.0,"SH600008,SH600089,SH600438,SH600596,SH600777,SH601857,SH601919,SH603077,SH603095,SH603898,SH688075,SH688303,SH688606,SZ000731,SZ002466,SZ002662,SZ002884,SZ002932,SZ300726,SZ300771",
selected_candidates,2023-05-04,20,0,0,0.0,"SH600089,SH600141,SH600271,SH600618,SH600777,SH601339,SH601919,SH603077,SH603508,SH688075,SH688303,SH688606,SZ002030,SZ002353,SZ002466,SZ002759,SZ002884,SZ002938,SZ002955,SZ300970",
selected_candidates,2023-06-01,20,0,0,0.0,"SH600089,SH600256,SH600273,SH600328,SH600438,SH600512,SH600566,SH600938,SH603508,SH688303,SZ000731,SZ000848,SZ000915,SZ002432,SZ002497,SZ002643,SZ002884,SZ300146,SZ300729,SZ300970",
holdings,2019-01-02,20,20,8,0.4,"SH600114,SH600516,SH600525,SH600567,SH600585,SH600995,SH601006,SZ000581,SZ000789,SZ002033,SZ002440,SZ002517","SH600383,SH600720,SH601126,SH603669,SH603980,SZ000791,SZ000910,SZ002396,SZ002530,SZ002541,SZ300061,SZ300159"
holdings,2019-02-01,20,20,9,0.45,"SH600062,SH600114,SH600516,SH600525,SH600567,SH600995,SZ000055,SZ000581,SZ000789,SZ000922,SZ002440","SH600720,SH603669,SH603980,SZ000791,SZ000910,SZ001914,SZ002359,SZ002530,SZ002541,SZ300061,SZ300159"
holdings,2019-03-01,20,20,8,0.4,"SH600114,SH600516,SH600525,SH600567,SH600585,SH601006,SH603898,SZ000055,SZ000581,SZ000789,SZ000922,SZ002440","SH600383,SH600720,SH601126,SH603858,SH603980,SZ000791,SZ000910,SZ001914,SZ002396,SZ002530,SZ002541,SZ300159"
holdings,2019-04-01,20,20,7,0.35,"SH600114,SH600230,SH600382,SH600426,SH600516,SH600525,SH600567,SH600585,SH600598,SZ000055,SZ000581,SZ000636,SZ002233","SH600051,SH600782,SH600801,SH600823,SH600884,SH603858,SH603980,SZ000402,SZ000919,SZ002150,SZ002541,SZ300061,SZ300230"
holdings,2019-05-06,21,20,18,0.8571428571428571,"SH600327,SH600516,SH601222","SH600677,SH603858"
holdings,2019-06-03,20,20,19,0.95,SH600426,SH600677
holdings,2019-07-01,20,20,19,0.95,SH603167,SH600677
holdings,2019-08-01,20,20,18,0.9,"SH600668,SZ002380","SH600995,SZ300349"
holdings,2019-09-02,20,20,10,0.5,"SH600136,SH600757,SH600995,SH601006,SH603980,SZ000155,SZ000636,SZ000919,SZ000999,SZ002884","SH600328,SH600376,SH600387,SH600449,SH600720,SH600782,SH600823,SH603608,SZ002150,SZ002444"
holdings,2019-10-08,20,20,9,0.45,"SH600516,SH600995,SH601006,SH601567,SH603980,SZ000155,SZ000789,SZ000919,SZ000922,SZ000999,SZ002884","SH600376,SH600387,SH600449,SH600720,SH600782,SH601019,SH603608,SH603898,SZ000719,SZ002150,SZ002444"
holdings,2019-11-01,20,20,9,0.45,"SH600512,SH600516,SH600668,SH600995,SH603277,SH603585,SH603980,SZ000581,SZ000922,SZ002195,SZ002440","SH600097,SH600267,SH600510,SH603886,SZ000069,SZ000791,SZ000910,SZ000932,SZ002150,SZ002664,SZ300625"
holdings,2019-12-02,20,20,10,0.5,"SH600512,SH600668,SH600682,SH603277,SH603980,SZ000922,SZ002195,SZ002440,SZ002775,SZ300017","SH600097,SH600267,SH601222,SH603886,SZ000069,SZ000791,SZ000910,SZ000932,SZ002664,SZ300625"
holdings,2020-01-02,20,20,9,0.45,"SH600328,SH600512,SH600516,SH600668,SH600682,SZ000581,SZ000922,SZ002195,SZ002440,SZ002746,SZ002775","SH600097,SH600267,SH600720,SH601222,SH603458,SH603858,SH603886,SZ000791,SZ000910,SZ000933,SZ300625"
holdings,2020-02-03,20,21,9,0.42857142857142855,"SH600512,SH600516,SH600668,SH600682,SH600694,SZ000581,SZ000922,SZ002195,SZ002440,SZ002746,SZ002775","SH600097,SH600267,SH600720,SH601222,SH603458,SH603858,SH603886,SZ000791,SZ000910,SZ000933,SZ300107,SZ300625"
holdings,2020-03-02,20,20,8,0.4,"SH600566,SH600668,SH600682,SH600694,SH603277,SH603980,SZ000922,SZ002195,SZ002406,SZ002440,SZ002746,SZ002775","SH600097,SH600720,SH603458,SH603858,SH603886,SZ000791,SZ000910,SZ002360,SZ002724,SZ002884,SZ300107,SZ300625"
holdings,2020-04-01,20,20,9,0.45,"SH600449,SH600566,SH600682,SH600694,SH600750,SH603585,SH603980,SZ002195,SZ002440,SZ002884,SZ300570","SH600097,SH600987,SH603458,SH603808,SH603858,SZ000910,SZ000933,SZ002233,SZ002664,SZ002724,SZ300625"
holdings,2020-05-06,20,20,19,0.95,SZ002128,SH600035
holdings,2020-06-01,20,20,18,0.9,"SH600273,SZ000581","SH600035,SH600682"
holdings,2020-07-01,20,20,18,0.9,"SH600273,SH600352","SH601677,SZ002746"
holdings,2020-08-03,20,20,18,0.9,"SZ002746,SZ300193","SH600062,SZ002664"
holdings,2020-09-01,20,20,13,0.65,"SH600051,SH600846,SZ002234,SZ002582,SZ002746,SZ002884,SZ002933","SH600023,SH600026,SH603556,SZ000027,SZ000922,SZ002403,SZ002406"
holdings,2020-10-09,20,20,12,0.6,"SH600051,SH600750,SH601567,SH603758,SZ002234,SZ002270,SZ002582,SZ002746","SH600023,SH600026,SH600720,SH603012,SH603556,SZ000027,SZ002403,SZ002406"
holdings,2020-11-02,20,20,9,0.45,"SH600051,SH600750,SH601000,SH601006,SH603556,SH603758,SZ000027,SZ002394,SZ002406,SZ002432,SZ002582","SH600067,SH600368,SH600668,SH603886,SZ000069,SZ000791,SZ000883,SZ000910,SZ002033,SZ002236,SZ002724"
holdings,2020-12-01,20,20,9,0.45,"SH600051,SH600668,SH600750,SH601000,SH601006,SH601677,SZ002100,SZ002394,SZ002406,SZ002432,SZ002540","SH600023,SH600067,SH600368,SH603886,SZ000069,SZ000883,SZ000910,SZ002033,SZ002312,SZ002382,SZ300625"
holdings,2021-01-04,20,20,10,0.5,"SH600051,SH600273,SH601000,SH601006,SH601088,SH601677,SZ002236,SZ002394,SZ002406,SZ002432","SH600067,SH600368,SH603886,SZ000612,SZ000883,SZ000910,SZ002322,SZ002724,SZ300552,SZ300625"
holdings,2021-02-01,20,20,9,0.45,"SH600051,SH600668,SH601000,SH601006,SH601677,SZ000531,SZ002381,SZ002394,SZ002406,SZ002432,SZ300771","SH600023,SH600028,SH600067,SH600368,SH603886,SZ000069,SZ000910,SZ002033,SZ002724,SZ300552,SZ300625"
holdings,2021-03-01,20,20,9,0.45,"SH600051,SH600668,SH601000,SH601006,SH601677,SZ000531,SZ000581,SZ000690,SZ002394,SZ002406,SZ002540","SH600023,SH600067,SH600368,SH603886,SZ000883,SZ000910,SZ002322,SZ002724,SZ300259,SZ300462,SZ300625"
holdings,2021-04-01,20,20,11,0.55,"SH600449,SH600603,SH600668,SH600720,SH601677,SZ000690,SZ002128,SZ002394,SZ002406","SH600390,SH600585,SH601163,SH603886,SZ002322,SZ002382,SZ002724,SZ300462,SZ300625"
holdings,2021-05-06,20,20,19,0.95,SZ002763,SZ002531
holdings,2021-06-01,20,20,18,0.9,"SH601126,SZ300403","SZ002128,SZ002531"
holdings,2021-07-01,20,20,19,0.95,SZ002283,SZ002406
holdings,2021-08-02,20,20,11,0.55,"SH600033,SH600566,SH603199,SH603238,SZ000698,SZ002296,SZ002611,SZ300192,SZ300690","SH600075,SH600089,SH600707,SH601006,SH603089,SH603900,SZ002022,SZ002406,SZ002763"
holdings,2021-09-01,20,20,11,0.55,"SH600033,SH600273,SH600512,SH600643,SH600668,SH600966,SH603238,SZ002022,SZ002606","SH600449,SH600535,SH600720,SH601019,SZ000910,SZ000923,SZ002233,SZ002467,SZ002543"
holdings,2021-10-08,20,0,0,0.0,"SH600033,SH600075,SH600097,SH600512,SH600643,SH600668,SH600707,SH600966,SH603199,SZ000581,SZ000690,SZ000725,SZ000949,SZ002022,SZ002109,SZ002270,SZ002382,SZ002774,SZ300677,SZ300888",
holdings,2021-11-01,20,0,0,0.0,"SH600012,SH600097,SH600512,SH600643,SH600668,SH600694,SH600707,SH600746,SZ000581,SZ000949,SZ002022,SZ002109,SZ002270,SZ002322,SZ002382,SZ002774,SZ300259,SZ300360,SZ300677,SZ300888",
holdings,2021-12-01,20,0,0,0.0,"SH600097,SH600512,SH600643,SH600668,SH600707,SH600746,SH600966,SH601000,SZ000581,SZ000725,SZ000883,SZ000949,SZ002022,SZ002109,SZ002322,SZ002382,SZ002469,SZ002774,SZ300259,SZ300677",
holdings,2022-01-04,20,0,0,0.0,"SH600097,SH600512,SH600643,SH600668,SH600694,SH600707,SH600746,SH600966,SH601000,SH688068,SZ000581,SZ000725,SZ000949,SZ002064,SZ002270,SZ002322,SZ002382,SZ002469,SZ002774,SZ300677",
holdings,2022-02-07,20,0,0,0.0,"SH600097,SH600512,SH600643,SH600668,SH600707,SH600746,SH600966,SH688068,SZ000581,SZ000883,SZ000949,SZ002022,SZ002109,SZ002270,SZ002322,SZ002382,SZ002469,SZ002759,SZ002774,SZ300677",
holdings,2022-03-01,20,0,0,0.0,"SH600097,SH600512,SH600643,SH600668,SH600694,SH600707,SH600746,SH600966,SZ000581,SZ000883,SZ000949,SZ002022,SZ002064,SZ002270,SZ002382,SZ002469,SZ002759,SZ002774,SZ300259,SZ300677",
holdings,2022-04-01,20,0,0,0.0,"SH600097,SH600512,SH600585,SH600643,SH600668,SH600707,SH600746,SH600966,SH603508,SH688289,SZ000581,SZ000883,SZ000949,SZ002064,SZ002233,SZ002270,SZ002382,SZ300259,SZ300677,SZ300888",
holdings,2022-05-05,20,0,0,0.0,"SH600033,SH600089,SH600097,SH600618,SH600643,SH600694,SH601668,SH601857,SH603183,SH603508,SH688068,SH688298,SH688606,SZ000949,SZ002064,SZ002067,SZ002267,SZ002543,SZ002759,SZ002798",
holdings,2022-06-01,20,0,0,0.0,"SH600035,SH600089,SH600368,SH600585,SH600596,SH600643,SH601827,SH603012,SH603077,SH603508,SH603766,SH688057,SH688068,SH688606,SZ002109,SZ002267,SZ002759,SZ002818,SZ002932,SZ300360",
holdings,2022-07-01,20,0,0,0.0,"SH600089,SH600368,SH600426,SH600585,SH600643,SH601857,SH601919,SH603012,SH603508,SH603766,SH688068,SH688606,SZ000731,SZ000848,SZ000933,SZ002109,SZ002267,SZ002759,SZ002763,SZ002932",
holdings,2022-08-01,20,0,0,0.0,"SH600089,SH600368,SH600426,SH600585,SH600643,SH601339,SH601919,SH603012,SH603077,SH603508,SH603766,SH688057,SH688068,SH688606,SZ000848,SZ002109,SZ002267,SZ002296,SZ002759,SZ002932",
holdings,2022-09-01,20,0,0,0.0,"SH600089,SH600643,SH601857,SH601919,SH603077,SH603357,SH603508,SH688068,SH688181,SH688303,SH688606,SZ000598,SZ000663,SZ000731,SZ002109,SZ002759,SZ002932,SZ003019,SZ300726,SZ300771",
holdings,2022-10-10,20,0,0,0.0,"SH600089,SH600643,SH601857,SH601919,SH603077,SH603508,SH688068,SH688303,SH688606,SZ000598,SZ000663,SZ000731,SZ002109,SZ002759,SZ002932,SZ003019,SZ300146,SZ300502,SZ300726,SZ300771",
holdings,2022-11-01,20,0,0,0.0,"SH600008,SH600089,SH600596,SH601919,SH603077,SH603095,SH603357,SH603508,SH603898,SH688068,SH688303,SH688606,SZ000598,SZ000663,SZ000731,SZ002759,SZ002932,SZ003019,SZ300726,SZ300771",
holdings,2022-12-01,20,0,0,0.0,"SH600008,SH600089,SH600596,SH600777,SH601919,SH603077,SH603095,SH603357,SH603508,SH603898,SH688068,SH688303,SH688606,SZ000598,SZ000731,SZ002759,SZ002932,SZ003019,SZ300726,SZ300771",
holdings,2023-01-03,21,0,0,0.0,"SH600008,SH600089,SH600596,SH600777,SH601919,SH603077,SH603095,SH603357,SH603898,SH688075,SH688303,SH688606,SZ000598,SZ000731,SZ000848,SZ002759,SZ002932,SZ003019,SZ300502,SZ300726,SZ300771",
holdings,2023-02-01,20,0,0,0.0,"SH600008,SH600089,SH600596,SH600777,SH601919,SH603077,SH603095,SH603357,SH603898,SH688075,SH688303,SH688606,SZ000598,SZ000731,SZ002759,SZ002932,SZ003019,SZ300502,SZ300726,SZ300771",
holdings,2023-03-01,20,0,0,0.0,"SH600008,SH600089,SH600596,SH600777,SH601919,SH603077,SH603095,SH603357,SH603898,SH688075,SH688303,SH688606,SZ000598,SZ000731,SZ002759,SZ002884,SZ002932,SZ003019,SZ300726,SZ300771",
holdings,2023-04-03,20,0,0,0.0,"SH600008,SH600089,SH600438,SH600596,SH600777,SH601857,SH601919,SH603077,SH603095,SH603898,SH688075,SH688303,SH688606,SZ000731,SZ002466,SZ002662,SZ002884,SZ002932,SZ300726,SZ300771",
holdings,2023-05-04,20,0,0,0.0,"SH600089,SH600141,SH600271,SH600618,SH600777,SH601339,SH601919,SH603077,SH603508,SH688075,SH688303,SH688606,SZ002030,SZ002353,SZ002466,SZ002759,SZ002884,SZ002938,SZ002955,SZ300970",
holdings,2023-06-01,20,0,0,0.0,"SH600089,SH600256,SH600273,SH600328,SH600438,SH600512,SH600566,SH600938,SH603508,SH688303,SZ000731,SZ000848,SZ000915,SZ002432,SZ002497,SZ002643,SZ002884,SZ300146,SZ300729,SZ300970",
ordered_symbols,2019-01-02,20,20,8,0.4,"SH600114,SH600516,SH600525,SH600567,SH600585,SH600995,SH601006,SZ000581,SZ000789,SZ002033,SZ002440,SZ002517","SH600383,SH600720,SH601126,SH603669,SH603980,SZ000791,SZ000910,SZ002396,SZ002530,SZ002541,SZ300061,SZ300159"
ordered_symbols,2019-02-01,23,23,9,0.391304347826087,"SH600062,SH600114,SH600516,SH600525,SH600567,SH600585,SH600995,SH601006,SZ000055,SZ000581,SZ000789,SZ000922,SZ002033,SZ002440","SH600383,SH600720,SH601126,SH603669,SH603980,SZ000791,SZ000910,SZ001914,SZ002359,SZ002396,SZ002530,SZ002541,SZ300061,SZ300159"
ordered_symbols,2019-03-01,24,25,10,0.4,"SH600062,SH600114,SH600516,SH600525,SH600567,SH600585,SH600995,SH601006,SH603898,SZ000055,SZ000581,SZ000789,SZ000922,SZ002440","SH600383,SH600720,SH601126,SH603669,SH603858,SH603980,SZ000791,SZ000910,SZ001914,SZ002359,SZ002396,SZ002530,SZ002541,SZ300061,SZ300159"
ordered_symbols,2019-04-01,25,32,11,0.34375,"SH600114,SH600426,SH600516,SH600525,SH600567,SH600585,SH600598,SH603898,SZ000055,SZ000581,SZ000789,SZ000922,SZ002233,SZ002440","SH600051,SH600383,SH600720,SH600782,SH600801,SH600823,SH600884,SH601126,SH603858,SH603980,SZ000402,SZ000791,SZ000919,SZ001914,SZ002150,SZ002396,SZ002530,SZ002541,SZ300061,SZ300159,SZ300230"
ordered_symbols,2019-05-06,34,37,23,0.6216216216216216,"SH600114,SH600230,SH600327,SH600516,SH600525,SH600567,SH600585,SH600598,SH601222,SZ000055,SZ002233","SH600051,SH600328,SH600677,SH600782,SH600801,SH600823,SH600884,SH603858,SH603980,SZ000402,SZ002150,SZ002541,SZ300061,SZ300230"
ordered_symbols,2019-06-03,23,24,22,0.9166666666666666,SH600327,"SH600677,SH603858"
ordered_symbols,2019-07-01,22,21,20,0.9090909090909091,"SH600426,SH603167",SH600677
ordered_symbols,2019-08-01,24,24,21,0.875,"SH600668,SH603167,SZ002380","SH600677,SH600995,SZ300349"
ordered_symbols,2019-09-02,27,34,23,0.6764705882352942,"SH600136,SH600668,SH600757,SZ002380","SH600328,SH600376,SH600387,SH600449,SH600720,SH600782,SH600823,SH603608,SZ002150,SZ002444,SZ300349"
