trade_date,m30-n4-w0.1,m30-n4-w0.2,m30-n4-w0.3,m34-n3-w0.1,m34-n3-w0.2,m34-n3-w0.3,m34-n4-w0.1,m34-n4-w0.2,m34-n4-w0.3,m40-n3-w0.1,m40-n3-w0.3,m40-n4-w0.1,m40-n4-w0.2,m40-n4-w0.3
2021-10-22,0.007747421194008286,0.008207629814926287,0.008552489465430524,-0.0035026527832607846,-0.0026884506874461644,-0.0019788784537525528,-0.0035026527832607846,-0.0026884506874461644,-0.0019788784537525528,-0.0035026527832607846,-0.0019788784537525528,-0.0035026527832607846,-0.0026884506874461644,-0.0019788784537525528
2021-10-25,0.0030917298961108397,0.0029647596194326553,0.0028711793981077705,0.015540472171922337,0.013167677512955889,0.01110245760113715,0.015540472171922337,0.013167677512955889,0.01110245760113715,0.015540472171922337,0.01110245760113715,0.015540472171922337,0.013167677512955889,0.01110245760113715
2021-10-26,-0.004573801278898393,-0.004706490310781408,-0.004820947365976158,0.003251890366288146,0.004305165992516846,0.005224987673205339,0.003251890366288146,0.004305165992516846,0.005224987673205339,0.003251890366288146,0.005224987673205339,0.003251890366288146,0.004305165992516846,0.005224987673205339
2021-10-27,-0.014011534226877953,-0.014267957815316756,-0.014466176543130538,0.009554201361664294,0.008278171932081246,0.007164765421858732,0.009554201361664294,0.008278171932081246,0.007164765421858732,0.009554201361664294,0.007164765421858732,0.009554201361664294,0.008278171932081246,0.007164765421858732
2021-10-28,-0.0034231441179812805,-0.003131769221680236,-0.0029136198113357548,-0.004026061116491286,-0.0031001733373402507,-0.0022906387205684497,-0.004026061116491286,-0.0031001733373402507,-0.0022906387205684497,-0.004026061116491286,-0.0022906387205684497,-0.004026061116491286,-0.0031001733373402507,-0.0022906387205684497
2021-10-29,0.008481868201471121,0.009047620037629933,0.00948132333357532,0.013655903935783753,0.01222762504667596,0.010980322351715088,0.013655903935783753,0.01222762504667596,0.010980322351715088,0.013655903935783753,0.010980322351715088,0.013655903935783753,0.01222762504667596,0.010980322351715088
2021-11-01,-0.014705677577702803,-0.014691719349759547,-0.014689657084241414,-0.008596664691716605,-0.007422860079561944,-0.005505605193898977,-0.003722260348614892,-0.0025939866741316875,-0.001646838362684866,-0.008596664691716605,-0.005505605193898977,-0.008344953781269537,-0.007458676029535982,-0.00491868910991522
2021-11-02,-0.011157634170204767,-0.011848670160265695,-0.011379508620148693,0.004513878566984708,0.004348188160702815,0.0036541698952452517,-0.011145282539601564,-0.011834813776961606,-0.011373254719710402,0.004513878566984708,0.0036541698952452517,0.004315662349840377,0.004379145843041554,0.0027856369242340584
2021-11-03,-0.019748599870180517,-0.01967195792303089,-0.018624096294857062,-0.0184117627454915,-0.01797730122893948,-0.015155203884608559,-0.01974981655465391,-0.019669312813478057,-0.018614398942704447,-0.0184117627454915,-0.015155203884608559,-0.017889796323766083,-0.01805562857805809,-0.015351626476341473
2021-11-04,0.019137565696957237,0.019079567085318105,0.018633718142672118,0.02008924084853847,0.02002634214432608,0.018863468697140506,0.019138453263929822,0.01907665266368186,0.01862986258464261,0.02008924084853847,0.018863468697140506,0.020007678383125338,0.020029882050730308,0.018454709523819002
2021-11-05,-0.017820190660611135,-0.01802447155957365,-0.01727604668738425,-0.009880115289115032,-0.009467782780844036,-0.007984479737717876,-0.017816436011662495,-0.018017464864202082,-0.01726849605342151,-0.009880115289115032,-0.007984479737717876,-0.009387337458256262,-0.009545429502796021,-0.008333804724716898
2021-11-08,0.023592503727681402,0.022861189598782472,0.02177896181600425,0.029413900999955223,0.027835651330205824,0.022602560939677163,0.023605304267918514,0.02286874463197952,0.021770775232700323,0.029413900999955223,0.022602560939677163,0.027530626151816895,0.028136305784124405,0.02330116546595673
2021-11-09,0.010524816325822473,0.010661918021966477,0.010487149735973311,0.006335624690716246,0.006202097903229564,0.006023176831426058,0.010522309539967356,0.01065750937535892,0.010485258888861093,0.006335624690716246,0.006023176831426058,0.006174994160362823,0.0062259433816653775,0.005651146328754519
2021-11-10,-0.020010156831425485,-0.019738960909425174,-0.01856600812518483,-0.02203286620789202,-0.021431981560031788,-0.017790702154679816,-0.020014822471477234,-0.01973960667884478,-0.018555613829072337,-0.02203286620789202,-0.017790702154679816,-0.021312180830385108,-0.021542141452116637,-0.01823784182715582
2021-11-11,0.002584042544556908,0.002567363106910747,0.0029084965264551954,0.003181052841848997,0.0032080535736467297,0.003934838923522532,0.0025843195222436943,0.0025671264088766854,0.0029119213864448046,0.003181052841848997,0.003934838923522532,0.003212038464314615,0.003201295418882477,0.004733612940621246
2021-11-12,0.011662232415290408,0.012066383117943502,0.01151258493450924,0.0008192602113936687,0.0006474757088308358,0.0002516719685388136,0.01165497933348858,0.0120572223700397,0.011506298973766205,0.0008192602113936687,0.0002516719685388136,0.000615049101324372,0.0006812851768607242,0.0004390876916549047
2021-11-15,-0.03458133677970532,-0.0346017012694918,-0.03310183668680733,-0.0247756770830434,-0.02350125204983533,-0.01928472490768196,-0.034580726586660226,-0.03459451943627401,-0.033087731334243475,-0.0247756770830434,-0.01928472490768196,-0.023254380994105706,-0.02374398574961578,-0.019930514938042765
2021-11-16,-0.017534858310674695,-0.017536520573140035,-0.016725272409439107,-0.009487604582748665,-0.008405844258253303,-0.005868832486206399,-0.01753469811303443,-0.017532900954366215,-0.016717670084144265,-0.009487604582748665,-0.005868832486206399,-0.008200407178624913,-0.008616582830357933,-0.006966394914430962
2021-11-17,0.020422375495034784,0.020662197994668396,0.02015056265502957,0.010558974285757694,0.010006189632270068,0.009096490136641933,0.02041796533281026,0.02065388882031871,0.020145310534577687,0.010558974285757694,0.009096490136641933,0.00989935925003671,0.010111200681983235,0.008975346098903714
2021-11-18,-0.0046713206559506615,-0.004826992430991273,-0.005375606862120352,-0.004936714405012088,-0.0054750289897099735,-0.007425487301123135,-0.004668523147615566,-0.004823409601531492,-0.005380628648911978,-0.004936714405012088,-0.007425487301123135,-0.005573888518192183,-0.005365909826768989,-0.006600060549283082
2021-11-19,0.010669815807697658,0.010921998403228272,0.011079257453306735,0.004751490826955251,0.004768242191286465,0.005726112107099057,0.010665261219546585,0.010915549190304574,0.011080312658956704,0.004751490826955251,0.005726112107099057,0.004769738265655743,0.004762789707244863,0.005910010562513834
2021-11-22,0.0345936657489887,0.03394253678308479,0.03310645889644026,0.04053402497835479,0.0392101052252507,0.034856122457266325,0.0346049670309696,0.03394650627843543,0.03310066762597241,0.04053402497835479,0.034856122457266325,0.03894878440878102,0.039455152637311475,0.03433422305241063
2021-11-23,-0.004742522059037468,-0.004856106590943043,-0.004839928909430746,-0.00269727326078828,-0.002785934678384505,-0.003082805083498341,-0.004740473443004101,-0.004853257212151574,-0.004839549356634665,-0.00269727326078828,-0.003082805083498341,-0.002801643000627241,-0.0027671455465372308,-0.002629568470406407
2021-11-24,-0.02033701822892864,-0.020602550084183657,-0.019803331376431754,-0.010302445517676118,-0.009790102268288248,-0.008283148178898081,-0.02033216285558248,-0.020594052297593812,-0.019795171096969044,-0.010302445517676118,-0.008283148178898081,-0.009690777543771789,-0.009887594246667186,-0.00823116595948592
2021-11-25,-0.012423722505642276,-0.012585895785364953,-0.011787277081855119,-0.006785309579062537,-0.0065367907379554335,-0.00500943183009972,-0.012420756014010492,-0.012580652265842374,-0.011779271929696411,-0.006785309579062537,-0.00500943183009972,-0.0064880286688177025,-0.006583264530553801,-0.005521553816023483
2021-11-26,0.010029751664445419,0.00971676082837103,0.008932102457216207,0.012285368445628775,0.011595009437802783,0.008679468012178226,0.010035225904468481,0.009720005009508093,0.008925472364000209,0.012285368445628775,0.008679468012178226,0.011461757580261356,0.011726892349287033,0.008585993845410478
2021-11-29,0.01554589445533483,0.015379213110751966,0.014836158979239844,0.015359232361088493,0.014803078869708441,0.012842490326247624,0.015548734232984085,0.015378889680782937,0.014831587540950375,0.015359232361088493,0.012842490326247624,0.01469386773285164,0.014907076426751376,0.01264489836027316
2021-11-30,-0.001719412330838388,-0.0015319576481978014,-0.001420273771099434,-0.005885619739787296,-0.005860643045265235,-0.005177508446662538,-0.0017227214590866957,-0.0015347846440479929,-0.0014197172471284158,-0.005885619739787296,-0.005177508446662538,-0.005854037871566353,-0.005863112209150367,-0.005263095902983017
2021-12-01,-0.0059079903350583995,-0.005560912599472334,-0.005163767842874645,-0.004324713784714662,-0.0038199398929100736,-0.0031817193207039907,-0.005910859307092786,-0.005558614040714449,-0.005160027859049787,-0.004324713784714662,-0.0031817193207039907,-0.0054417475927026615,-0.005191950130063794,-0.004424861250134304
2021-12-02,-0.010916001456351188,-0.01153687676040327,-0.012010354446442606,-0.01705036938207738,-0.017303701738898836,-0.017494875569098456,-0.010913670023113609,-0.011538111375076432,-0.01201392834079884,-0.01705036938207738,-0.017494875569098456,-0.01091179662319941,-0.011539464082499173,-0.01201413386746164
2021-12-03,0.005721188748177619,0.005666940125624631,0.005638650970789305,0.008564338883130906,0.00812705210679776,0.00779464932144891,0.0057233581925537624,0.00566437903609307,0.005637411540685866,0.008564338883130906,0.00779464932144891,0.005728697892817491,0.005664534428441836,0.0056393552717699524
2021-12-06,-0.016062869745382624,-0.015688250717037833,-0.015391406241449745,-0.009329508453364777,-0.009544949745525444,-0.009708029222716852,-0.01606272146448029,-0.015687656576378384,-0.015389813931320884,-0.009329508453364777,-0.009708029222716852,-0.016059059977989953,-0.015687909180916337,-0.015389046441112275
2021-12-07,-0.005107837093290879,-0.00460313134724144,-0.004238733599865818,-0.00538888279386629,-0.004538333390450178,-0.003891728869642397,-0.005112837779229662,-0.004598032094742299,-0.00423434151421298,-0.00538888279386629,-0.003891728869642397,-0.005122452440354586,-0.004597521744827748,-0.004237385421469564
2021-12-08,0.01900725654282409,0.019336504729583925,0.019588462432980513,0.02238612078478197,0.022504473777346545,0.02259290937869829,0.01900619639712975,0.019336103501854218,0.019590196912003144,0.02238612078478197,0.02259290937869829,0.019005340217184585,0.019337446568934435,0.01959090535063579
2021-12-09,0.0034016785203363487,0.002838510005494843,0.0024026327499007127,-0.004007886128772564,-0.004003960850181509,-0.004000745572588893,0.003402812247524478,0.00283755262061125,0.0023997597303786478,-0.004007886128772564,-0.004000745572588893,0.0034015101816071702,0.0028369536327876865,0.0023991338267186357
2021-12-10,-0.0021912668393041512,-0.0026942651389439964,-0.003083161019152403,-0.00860146265314532,-0.008629404534193252,-0.00865008710618842,-0.0021901484559937456,-0.0026948952456233854,-0.0030857479571867463,-0.00860146265314532,-0.00865008710618842,-0.0021908904968427345,-0.0026956733502966346,-0.003086383292388195
2021-12-13,0.006752212114460976,0.006915460064840451,0.007033817605761383,0.006701471677440951,0.006974817433313518,0.007181767598294142,0.006750679480868715,0.006916481588157941,0.007035150587936911,0.006701471677440951,0.007181767598294142,0.006747588420657591,0.006917033792223304,0.007034515782660566
2021-12-14,-0.005807804583347509,-0.006218547227878624,-0.006526063500084778,-0.00834995156918139,-0.008707808596353672,-0.008978641985976976,-0.005805377900309883,-0.006220364333927364,-0.006528836916597669,-0.00834995156918139,-0.008978641985976976,-0.005801768663547424,-0.0062212105069896495,-0.006528143877554959
2021-12-15,-0.007898090156683746,-0.007871366895167764,-0.007848985059518143,-0.007040473735501207,-0.00710268887729093,-0.007149467211306715,-0.007897917253916753,-0.007871059112080303,-0.007848905027565078,-0.007040473735501207,-0.007149467211306715,-0.007897045542695658,-0.007871391241256354,-0.007848925506780624
2021-12-16,0.012693811990607484,0.013220577736795525,0.01361742591472459,0.016490726121088928,0.016886749460740536,0.017186242378736116,0.012691041087515176,0.013222213306366859,0.013620801022592,0.016490726121088928,0.017186242378736116,0.01268720337377549,0.013223541590004384,0.013620388306665454
2021-12-17,-0.02046519879653108,-0.020918170802486147,-0.021263462282354983,-0.024778640306315713,-0.024986762720050626,-0.025143096104770724,-0.020463483489487122,-0.020918288915463767,-0.02126600413552726,-0.024778640306315713,-0.025143096104770724,-0.020461764730075105,-0.02091984980727979,-0.021266546432208933
2021-12-20,-0.023769097471298406,-0.023234383861353347,-0.02282435593120602,-0.01769155123579813,-0.017565694541952004,-0.017469145478592796,-0.023770925444307922,-0.023231359211780434,-0.022821156676538057,-0.01769155123579813,-0.017469145478592796,-0.023771212895681626,-0.023231739873753487,-0.02282190743764423
2021-12-21,0.008711285860687035,0.008889693544400279,0.009023415748693031,0.009808937965427589,0.009964696292285913,0.010082207793950193,0.008710277706938774,0.00889001487511698,0.009024560415409555,0.009808937965427589,0.010082207793950193,0.008708670640586114,0.00889068400387849,0.009024513531496359
2021-12-22,0.0036134088748220883,0.0036193364112633297,0.0036208867676308376,0.002864894813481955,0.002967080260820154,0.0030443768967658436,0.0036129536071922708,0.003619561641285518,0.003621094782942702,0.002864894813481955,0.0030443768967658436,0.003611667743391278,0.0036197492094793837,0.003620830665472363
2021-12-23,0.007276574822549398,0.007623589445848289,0.007888812345948404,0.010859811859368795,0.010982678429588999,0.011075147510424932,0.007275363461481499,0.007624092946897365,0.007890759303101014,0.010859811859368795,0.011075147510424932,0.007274530291883519,0.00762491300908219,0.007891003284471232
2021-12-24,-0.00836210079036881,-0.007379587939998378,-0.00662264963115744,0.0036891354841657176,0.0037933047990690305,0.0038720270549441604,-0.008364641307413767,-0.00737717650061398,-0.006617368533985091,0.0036891354841657176,0.0038720270549441604,-0.008363835380768458,-0.007376239656277428,-0.006616853648951593
2021-12-27,0.00023518745498618543,0.0004231440874000736,0.0005638614861700475,0.001510068813695753,0.0016538991535293146,0.0017627920617224735,0.0002341341034177713,0.00042406743190537277,0.0005651132071651244,0.001510068813695753,0.0017627920617224735,0.00023270040344969267,0.0004243428592438647,0.0005647710478926538
2021-12-28,0.011490024790012265,0.011545428568845217,0.011584546080390057,0.01116106996613797,0.01129125163014466,0.011389194806695091,0.011489392184223624,0.011545280326620944,0.011584990792053329,0.01116106996613797,0.011389194806695091,0.011487799394492182,0.011545907619448847,0.011584985676008852
2021-12-29,-0.004231470164453244,-0.0036877319490200566,-0.0032597824945598264,0.00492397672547118,0.004660890457830691,0.004461343520036687,-0.004231392455820715,-0.0036879521851361785,-0.003257539745536553,0.00492397672547118,0.004461343520036687,-0.00422691849608281,-0.0036874416392623788,-0.003255928832115229
2021-12-30,0.008559548944197637,0.008135779526728948,0.007830472561045632,0.008578325900617578,0.007903307620013234,0.007391325359235479,0.008563665364434314,0.008131318353550965,0.007826819176542488,0.008578325900617578,0.007391325359235479,0.008571396553967103,0.008131094015641827,0.007829427256843102
2021-12-31,-0.0008120326516162235,-0.000849863419915331,-0.000878653553800568,-0.0011843707516853152,-0.001198727944981659,-0.0012095495321928773,-0.0008118951469474611,-0.0008499233472809564,-0.0008788673318530504,-0.0011843707516853152,-0.0012095495321928773,-0.0008117898337912655,-0.0008500129887569763,-0.000878889156694318
2022-01-04,0.0005974766541307908,0.0008579051372650248,0.0010792600937041819,-0.001544867359357327,-0.001210036573939477,-0.0009235604532881192,-0.0004105604476672964,-0.00020817167579301188,-2.9535794275892258e-05,-0.001544867359357327,-0.0009235604532881192,-0.0013675648948084929,-0.0012766349530681786,-0.0012019194348030782
2022-01-05,-0.0012444302903341642,-0.0007751708135613766,-0.0006060004033197064,-0.0037493271286493934,-0.003491932529097963,-0.0034850658283707148,-0.0036677994508529377,-0.0034091069222355053,-0.0034064348661428934,-0.0037493271286493934,-0.0034850658283707148,-0.0033948998206480008,-0.003339055419126158,-0.00329960053486289
2022-01-06,-0.008747027855871892,-0.008528316280455583,-0.00828904942556108,-0.00857895334730796,-0.008277266829117336,-0.00796514959580763,-0.008720498903645568,-0.00841582005746877,-0.008100953153868606,-0.00857895334730796,-0.00796514959580763,-0.009901198168093983,-0.00976271138810636,-0.009642207593311358
2022-01-07,-0.00032344405394824083,-0.0006080070173153374,-0.0009965132002032195,0.001490287475162555,0.001424005070591594,0.0012064153990163362,0.0014998155930967538,0.0014330018893713437,0.001216223367421554,0.001490287475162555,0.0012064153990163362,-0.00048704401622590154,-0.0004211725190089721,-0.0003464226377019042
2022-01-10,0.0018240643210047924,0.0017923529932017956,0.0018443395128939777,0.0016804621846104872,0.0016089694796748155,0.001628388427609817,0.0016947614435143254,0.0016226702405903737,0.001641769549723282,0.0016804621846104872,0.001628388427609817,0.0030927729066783094,0.0030129889902785756,0.002934767984950959
2022-01-11,-0.001840936939577209,-0.0012458993566872856,-0.0009379177769897051,-0.005120306175105727,-0.004872545440791631,-0.00484020522689621,-0.005129389095287928,-0.004879827595220654,-0.004848322405807459,-0.005120306175105727,-0.00484020522689621,-0.00559420601197691,-0.005505960744317306,-0.005432690631391179
2022-01-12,0.005988919297715389,0.00576049859533545,0.0055835344050394475,0.006251021958436409,0.00596224793306277,0.005728083599885636,0.006279427681233463,0.005988428302449833,0.0057553713995832645,0.006251021958436409,0.005728083599885636,0.006728373743571048,0.006628660375290529,0.006546814755997499
2022-01-13,-0.005983482174582666,-0.005326001846350903,-0.004879808521857987,-0.008829989114103376,-0.008384226230931935,-0.00809582955200927,-0.008824095184242986,-0.008375246956849658,-0.008090149925525925,-0.008829989114103376,-0.00809582955200927,-0.009877631594865988,-0.009710534473791887,-0.009569666795116727
2022-01-14,-0.005659556843122249,-0.005369291250636232,-0.005111448547556852,-0.006452859239345021,-0.006208407890907819,-0.005982349201259507,-0.0065441008072564255,-0.006297300442306697,-0.006069749903749977,-0.006452859239345021,-0.005982349201259507,-0.006333982955863404,-0.006271971335721105,-0.006227076670211162
2022-01-17,0.0016125900195935738,0.0011769634243299354,0.0012004048949405544,0.003915856166971654,0.0036831523106630737,0.0038709402849133046,0.0038766842581843264,0.0036426143898684593,0.003832115026936478,0.003915856166971654,0.0038709402849133046,0.0018019020925714724,0.0018280264246646194,0.0018734267560160944
2022-01-18,0.00282439854314509,0.002433478118071264,0.0020550042420088843,0.004622576061572792,0.004363755102902989,0.0040799655022945025,0.004593427111425186,0.004332965149502099,0.004052530276132282,0.004622576061572792,0.0040799655022945025,0.004354337886326887,0.0042943337577132645,0.004251334614324698
2022-01-19,-0.0013849349616941176,-0.0012322713747884295,-0.001179809584497038,-0.001973808168195812,-0.0018279272926025047,-0.0017753058462972593,-0.0019206609997283186,-0.0017740943557321698,-0.0017243242460517338,-0.001973808168195812,-0.0017753058462972593,-0.004435025730157305,-0.004289604502346944,-0.004147417026246103
2022-01-20,0.00895208743856557,0.009104807594100928,0.008989480506119252,0.006430529867905266,0.006217634611207723,0.005799960174011964,0.006556387516971629,0.006341111312113901,0.005921230117343912,0.006430529867905266,0.005799960174011964,0.005938592817953836,0.005901088113639874,0.005879997551782701
2022-01-21,-0.002121597535165276,-0.0018896418995169029,-0.0019445032863700806,-0.0030702589102510336,-0.002878202058819501,-0.0029631993454541927,-0.003026472077214626,-0.002833366865006015,-0.002920471760560872,-0.0030702589102510336,-0.0029631993454541927,-0.002004898315668524,-0.0019972414374915815,-0.0020039522204686744
2022-01-24,-0.0009752708041782521,-0.0010779221193645272,-0.0011161290222486686,-0.00018670093934425314,-0.0001985451134511873,-0.00016330274034837,-0.00021081200902706154,-0.00022257253558899404,-0.00018652110032224556,-0.00018670093934425314,-0.00016330274034837,-0.00064769627177097,-0.0006313018488069977,-0.0006133849416094517
2022-01-25,-0.00858156576882596,-0.007714850988238653,-0.0073357616489820865,-0.012241695981678569,-0.011642815329943934,-0.011469590869171653,-0.012258964965131014,-0.011655796602655921,-0.011485172238350105,-0.012241695981678569,-0.011469590869171653,-0.01202235813441288,-0.01186618817041507,-0.011749585448496802
2022-01-26,0.002293512666681652,0.0021242136041359494,0.0020107822817789778,0.0028748257672157607,0.0027242412739971744,0.002621559669573559,0.002869503648252003,0.0027179086229154326,0.002616491883325578,0.0028748257672157607,0.002621559669573559,0.00047504217435734297,0.000536473389937342,0.0006129126228342496
2022-01-27,-0.007774223747160525,-0.007778531605373118,-0.008055184084708622,-0.005949180622460859,-0.005480109409956135,-0.005357548394217537,-0.005758140970215209,-0.00528719379159015,-0.005174329993828608,-0.005949180622460859,-0.005357548394217537,-0.006219763816396551,-0.006077635999734432,-0.005963210495474103
2022-01-28,-0.005874287325993488,-0.0054462011969713675,-0.004928990914652265,-0.0072672802685616045,-0.006852159515927325,-0.006326077326391455,-0.007215785240811012,-0.00679824875745394,-0.006278151689525502,-0.0072672802685616045,-0.006326077326391455,-0.0063806171247726695,-0.006303620053508596,-0.006255026323737867
2022-02-07,0.020883649554854777,0.020563506767695472,0.02038382707816888,0.01940047767222053,0.018975082094646822,0.01872647584767173,0.020094128024119584,0.01966016027037809,0.019387447316036033,0.01940047767222053,0.01872647584767173,0.01927923205947657,0.019149366328826245,0.019055038724710816
2022-02-08,0.004295646543038378,0.004473422749219358,0.004639202511380391,0.004047373792078313,0.004233130236294125,0.00440953519245868,0.004161037130636425,0.004347138946094953,0.004518462256678291,0.004047373792078313,0.00440953519245868,0.0041132576267943755,0.00429660361687656,0.004473888324990849
2022-02-09,0.007630469028977238,0.007761724668925218,0.007871562795999987,0.006970266511544976,0.007120145853258597,0.007256193340872796,0.00727450284526121,0.007422932203236865,0.0075467532875155285,0.006970266511544976,0.007256193340872796,0.007146978353189226,0.007289102266791581,0.00742849868072315
2022-02-10,0.006364442409285687,0.006408361998200496,0.006434511314665103,0.005739441483503915,0.005800444704540109,0.005850968264484058,0.0060280152505061135,0.006087054013282245,0.006126278447522671,0.005739441483503915,0.005850968264484058,0.005907160326150462,0.005960483602300837,0.006014398869591098
2022-02-11,-0.008548929770228475,-0.00870052773756369,-0.00882843261922961,-0.007826553768848887,-0.007998932555392524,-0.008155832359843851,-0.008159623691108009,-0.008330299460815205,-0.008473646406162105,-0.007826553768848887,-0.008155832359843851,-0.008020052544554068,-0.008183875958308717,-0.00834432757989012
2022-02-14,0.003793316575205097,0.004316922804539214,0.0048301896945828204,0.004020492704049916,0.004542678208180773,0.005050912152090747,0.003912532626641152,0.004438850812751527,0.004948870463219013,0.004020492704049916,0.005050912152090747,0.0039571892926206775,0.00448411096301693,0.004989335253816618
2022-02-15,-0.00015702169011233558,0.0001714175113718408,0.0005001388967691422,0.00025632434263012094,0.0005763852779656631,0.0008912875895297212,6.347208417012418e-05,0.00038721398678776,0.0007081588120601001,0.00025632434263012094,0.0008912875895297212,0.00014387617450073442,0.0004703693879113402,0.0007819209636261704
